,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
4419,TB,5.0,i microsdhc card months i problems it i previously using similar gb card htc evo upgraded gb i got samsung galaxy s ive noticed issues speed reliability,2013-10-10,424,0,0,0,0,0.0,0.0
4420,T. Blake Stockslager,4.0,this card used samsung galaxy s att works great read write speeds pretty good card installed recognized phone easily great option need storage mobile device,2012-11-13,755,0,0,0,0,0.0,0.0
4421,T. Brooks,5.0,whats like works nexus speed capacity fine problems good quality id recommend,2014-09-01,98,0,0,0,0,0.0,0.0
4422,T. Brown,5.0,works intended i use old sansa mp playerand i another one used samsung galaxy player android tablet work fine devices formatted android tablet im planning buy since im anime junkieand anime junkies need space lol,2013-05-24,563,0,0,0,0,0.0,0.0
4423,"T. Brown ""TB""",3.0,maybe nothing done way technology time seems gb sd cards limited uses time formatted whats called exfat instead standard fat get gb gb card after receiving card inserting new android tablet with jelly bean recognized show i gb available i removed card tablet inserted computers win vista tried transfer files photos videos laptop card would not transfer after research internet appeared card reformatted new exfat standard fat all files created win xp win vista fat i also win machine i recently purchased easily move types files machines memory cards flash drives could transfer files card computer long card formatted exfat i read internet reformatting cards working my win machine even option format standard fat nstf exfat my older computers older fat format option took vista computer dual core processor hours reformat card fat after reformatting i able easily transfer files photos videos xp vista computers but win computer the card works tablet i able access use files i transferred card fat vista computer tablet but reformatting card gb space available essentially reformatted gb card gb card i keep card i lot work reformatting transferring files hopefully future i reformat back exfat exfat catches os made seamlessly use files created fat exfat this seems good card works well certain situations advice research use card simply big gb card used everything every device unless all files photos videos in created with exfat real draw backs card might better buying multiple lower gb cards really need much storage space micro sd card or perhaps cards already reformatted exfat double capacity computer exfat reformat option i tried based experience last days seems like would work exfat works you i gave stars work i feel sandisk fully explaining getting gb card possible problems consumer might misleading advertising,2013-08-20,475,1,0,1,1,1.0,0.2065493143772374
4424,T. Castellano,5.0,my wife loves taking pictures galaxy s filling internal memory popped baby tons room always good idea keep pics external case phone crashes pictures saved too bad apple offer feature,2014-11-04,34,0,0,0,0,0.0,0.0
4425,"T. C. Chan ""Looking for Good Buys""",4.0,bought wife samsung galaxy s phones took photos video issues all based previous experience similar products i got dslr cameras thing last long longer electronics,2013-08-22,473,0,0,0,0,0.0,0.0
4426,"T.Chance ""Travis Chance Photography""",5.0,use gopro hero class must these inexpensive simply get job done i considering purchasing more,2013-03-29,619,0,0,0,0,0.0,0.0
4427,T. Church,5.0,these cards never let down they priced well always perform i really like micro sd small new devices using i adapt,2014-05-01,221,0,0,0,0,0.0,0.0
4428,TC in NYC,4.0,its pretty much commodity product made far east i store pretty valuable i feel confident sandisk manufacturing quality control end,2014-02-04,307,0,0,0,0,0.0,0.0
4429,T. Copeland,5.0,i added sandisk ultra gb microsdhc smartphone works perfectly although i would say i love memory card i say i complaints it i perfectly happy it,2013-02-03,673,0,0,0,0,0.0,0.0
4430,tcstom,5.0,found card reasonable price amazon purchased replace severalyearold g noname card passed away have issues far sandisc expect many years use smartphone g size allows plenty media space without clogging phones internal memory,2014-03-01,282,0,0,0,0,0.0,0.0
4431,"T. Daniel Livsey ""Daniel""",3.0,i bought card excited expand gb storage come phone however card issues mounting i would start phone after research looks like sandisk large batch bad cards if formatted fat issue rarely occurred but formatted exfat like ideal mobile devices would happen every time phone reset take caution cards the bad batch over i read looking use samsung phone maybe considering buying different type card brand i seen issues other that good card great size,2013-10-07,427,0,0,0,0,0.0,0.0
4432,T.D. Donn,5.0,purchased expand memory unit operating way i needed work,2014-12-04,4,0,0,0,0,0.0,0.0
4433,T. Dingman,5.0,i bought kids samsung galaxy players they perform perfectly seem great transfer rates,2013-04-01,616,0,0,0,0,0.0,0.0
4434,T-Dub,5.0,best disk i tried thus far gopro black no problems ever snow extreme heat whit plenty room storage,2014-06-04,187,0,0,0,0,0.0,0.0
4435,Tebowned,5.0,love it use store videos photos galaxy s good stuff problems yet like bootleg transcend card,2013-07-18,508,0,0,0,0,0.0,0.0
4436,techani,5.0,i used galaxy note it works fine lags problems data transfer good thanks,2014-02-03,308,0,0,0,0,0.0,0.0
4437,TechDude,5.0,i use memory card gopro hero silver camera i issues recording p video memory card it provides sufficient write speeds i bought gb version i wish i would bought gb version p videos become large files quite fast,2013-05-11,576,0,0,0,0,0.0,0.0
4438,Techie2000,1.0,worked fine month month phone see card more tried read several pcs none detected card unfortunately backed pictures videos take phone gone,2013-01-29,678,0,0,0,0,0.0,0.0
4439,Techie,5.0,i samsung galaxy note smartphone besides userreplaceable battery device also allows user pop micro sd card more better much almost enough hence gb model permits storing insane numbers songs phone case three songs great ok rest not good seriously must own smart phone made apple if iphone great useraccessible batteries micro sd cards iphones if android well life considerably brighter pop in took like seconds you need format unless wish erase already put it highly recommend sandisk trusted provider flash memory devices buying amazoncom nobrainer,2013-01-06,701,0,0,0,0,0.0,0.0
4440,Techie Monster,5.0,very good reliable use win tablet i take lot i do seems work fine places i bought ago never failed i would recommend it,2013-03-11,637,0,0,0,0,0.0,0.0
4441,techieteacher,2.0,i bought samsung galaxy s i know phone card phone says unexpectedly removed time time my wifes phone often still it very fast unreliable i many sandisk one i problems with i read poorly made thinking i send back give another chance,2013-11-24,379,0,0,0,0,0.0,0.0
4442,techmikef,5.0,i bought gopro hero silver edition works like champ havnt issues definitly would purchase again,2013-08-03,492,1,0,1,1,1.0,0.2065493143772374
4443,technical spectacle,5.0,simply put little micro works great i plugged lumia immediately recognized the speed getting files seems good the price great i always fan sandisk brand if fail next couple years which i doubt i update review device exactly advertised,2014-10-04,65,0,0,0,0,0.0,0.0
4444,Technobabble,5.0,picked couple put nabi android tablets they work fine expanding memory store movies havent hiccups all,2013-02-18,658,0,0,0,0,0.0,0.0
4445,Technocrat,1.0,bought galaxy s worked like charm months i started getting error messages phone stating card taken there went like week one day gone initially i thought problem phone popped gb card bb worked popped one bb same detection after spending much sd card disappointing see go bust outside return period,2013-03-24,624,0,0,0,0,0.0,0.0
4446,Technocrat,5.0,its great using camera speed pretty good cant complain i think price could little bit cheaper since lot generic versions,2014-10-01,68,0,0,0,0,0.0,0.0
4447,Techno Geek,5.0,i put samsung galaxy note phone idea ill possibly fill,2013-05-23,564,0,0,0,0,0.0,0.0
4448,"Technoholic ""Techno""",5.0,just needed replace memory card phone this dependable brand reasonable price,2013-03-28,620,1,0,1,1,1.0,0.2065493143772374
4449,"Technologies8 ""(Ceterum autem censeo Carthagi...",3.0,used digital camera cardread speeds tested acceptable laptop using adapter mbswrite speeds atrocious reading mbs kbsthe write speeds good card needs write files pictures hd videoi taken photos tested video perhaps camera capable using card better rated speed laptop adapter,2013-11-23,380,0,0,0,0,0.0,0.0
4450,Techno Wizard,5.0,my cell phone claims gb removable sdhc memory card i bought this big gamble i honestly think would work times rated capability does i used different phones htc lg cell phones well pc since works well cell phones i expect work well tablet very happy purchase,2013-07-19,507,0,0,0,0,0.0,0.0
4451,techsavvykat,5.0,i trust san disk name issues for phone class must good price product,2014-11-02,36,0,0,0,0,0.0,0.0
4452,"Tech Savvy ""Tech Savvy""",4.0,works fine photo shooting video recording eos camera sd adapter perfect tablet phone memory,2013-08-20,475,0,0,0,0,0.0,0.0
4453,TechSmart,5.0,i highly recommend sandisk ultra gb microsdhc card class highest speed get allows take photos faster capture high definition videos allows faster reading writing transferring files computeri encounter problems using voice recorder camera video recorder computer etcprice charged amazon much less sellers i checkedlifetime warrantyfree download recoverx software brings lost photos backfree adapterprecautions get rid static electric charges touching fingers bare unpainted metaldo touch metal contacts card fingers the circuits inside card low voltage easily damaged static electric charges usually much higher voltagesit takes time research information please click yes line review helpful you,2013-02-07,669,0,0,0,0,0.0,0.0
4454,"Techy Owl ""Blaine Miller""",5.0,bought go pro works great record hours video now thats pretty sweat compared gb minute videos,2013-04-29,588,0,0,0,0,0.0,0.0
4455,Ted,5.0,added microsoft surface rt tablet works perfectly extremely fast perfect storing videos,2013-03-02,646,0,0,0,0,0.0,0.0
4456,Ted Johnston,5.0,wanted test things old android phone this worked perfectly dont use phone use camera well see,2013-08-26,469,0,0,0,0,0.0,0.0
4457,"Ted Whittaker ""meganspapa""",5.0,while sandisks products excellent apex however use cautionnot every smartphone tablet camera digital appliance accommodate capacity speed productjust make sure does regretsyoure using bestthen watch well phone tablet camera performs,2014-02-27,284,0,0,0,0,0.0,0.0
4458,Teena,5.0,altough motorola says droid razr maxx supports gb card ive read many reports people using gb card i took chance iti formatted phone started loading music movies onto card connecting phone computer usb cablenote i read not format card computer show gb memory available i careful heed advice though play computer without formatting it looking show gb however droid definitely shows gb well changeso far card functioning should i played music looked pictures watched little bit movie stored card eveerything seems working iin blissful droid perfection,2012-10-24,775,4,0,4,4,1.0,0.5101091635454027
4459,"Teh Arbitrageur ""PM""",5.0,made nice upgrade droid razr maxx replacing stock gb class card my transfer speeds improved though hugely extra space made huge difference with name like sandisk i worry much quality reliability,2012-03-08,1005,0,0,0,0,0.0,0.0
4460,Tennyson,5.0,its microsd chip its storage amount i specified its sitting back samsung galaxy s its nothing exactly i asked for,2013-02-11,665,0,0,0,0,0.0,0.0
4461,Terez B.,5.0,bought sons tablet asus prime works great we able load music movies apps noticed lag time past cards would definitely purchase more,2013-11-15,388,0,0,0,0,0.0,0.0
4462,"Terrence K. Wraight ""gadgethound""",4.0,sometimes price low get less paid for my suspicions deepened package arrived generic packaging brand label sandisk ultra nevertheless i satisfied product it works fine sure beats price walmart charging gb micro sd card,2014-07-01,160,0,0,0,0,0.0,0.0
4463,"Terry D. Janes ""TheVikingsWorld.com""",5.0,i wanted gb card samsung galaxy note ii ive learned lesson buying wellknown auction site know getting fake cards there ive always good experiences buying memory cards amazon always got genuine stuff this card recognized phone right away mounted formatted perfectly i ton music it videos still gb free i feel like i got moneys worth,2014-01-28,314,0,0,0,0,0.0,0.0
4464,terry gonzalez,5.0,it whats is it well no hiccups disk far hd recording works well,2014-02-18,293,0,0,0,0,0.0,0.0
4465,Terry Heller,5.0,i went g g card really love it the price way lower verizon stores you not storage issues popping phone,2013-09-22,442,0,0,0,0,0.0,0.0
4466,Terry Holdbrooks,5.0,with oo dollar phone i want i get mem card way go,2013-01-20,687,0,0,0,0,0.0,0.0
4467,TerryMercer_com,5.0,and says will what else really said memory cards they either work not,2013-12-25,348,0,0,0,0,0.0,0.0
4468,TerryN,5.0,this sd card arrived quickly job phone i strange issues phone error messages card reformatting fix this job i great reliable success sandisk continue use them,2013-11-25,378,0,0,0,0,0.0,0.0
4469,"Terry W. Thompson ""Papaw Terry""",5.0,works great else say,2014-02-07,304,0,0,0,0,0.0,0.0
4470,"terster ""Terster""",5.0,you cant go wrong card for roku xs perfect size probably overkill actually but anything class try avoid anything gigs case need card something else price great too free shipping,2012-12-24,714,0,0,0,0,0.0,0.0
4471,"tesajeni ""tesajeni""",5.0,i got microsd card use new asus tablet it works great i also wanted use camera sd card fitted sd card adapter works perfectly camera pull put tablet slot i get pictures card well use things perfect,2013-11-01,402,0,0,0,0,0.0,0.0
4472,"tetraphoenix ""tetraphoenix""",5.0,used several camera models d nexn hdras worked great issues i definitely thinking getting since amazon unbeatable price,2012-04-10,972,0,0,0,0,0.0,0.0
4473,T. Evans,5.0,i bought card november died fortunately i backed files i paid i dissappointed no sandisk products meupdate i realized reason working i aosp rom note when i went back touch wiz could recognized again ive changed rating stars working great,2013-08-04,491,0,0,0,0,0.0,0.0
4474,texarkman,5.0,i quadrupled memory windows surface tiny push memory card allotted slot way go sandisk,2013-02-06,670,0,0,0,0,0.0,0.0
4475,TexasAgain,5.0,okay tons cards available why i pick one because is not black i switch cards devices easy drop misplace tiny cards having one black makes easier track works well complaints good price,2014-01-30,312,0,0,0,0,0.0,0.0
4476,Texas Bill,5.0,cant go wrong item have purchased none sandisk use dash camera,2014-11-07,31,0,0,0,0,0.0,0.0
4477,texascbx,5.0,i installed verizon rezound android phone works perfect many phones advertise support gb memory reality work gb too,2013-09-19,445,0,0,0,0,0.0,0.0
4478,"texas mike ""I eat rocks""",5.0,well pretty much advertised good speeds i think formatted somewhere around gigsthis great buy,2014-01-25,317,0,0,0,0,0.0,0.0
4479,"T. Ferguson ""tomf""",5.0,fast flawless and price finally reached level theres excuse less memory devices,2013-11-13,390,0,0,0,0,0.0,0.0
4480,T. Funk,4.0,its amazing amount storage get size pinky nail i mounted phone filled music documents pictures mobile phone records messages past phones still plenty room left issues,2013-08-24,471,0,0,0,0,0.0,0.0
4481,T. Gordon,5.0,the memory card worked perfectly compatible samsung galaxy tab great price name brand memory,2013-04-15,602,0,0,0,0,0.0,0.0
4482,tgreenwaldt,5.0,use digital camera i nikon l used use class card burst mode capture photos would take almost minute save card now matter seconds love card,2013-02-25,651,0,0,0,0,0.0,0.0
4483,"ThaCooLoser ""CooLoserTech""",5.0,seriously best ones get price if pay dollars somewhere else dont perfect phone cameras there its high class gbs plenty average user in fact im heavy use data i never use gb if i know get,2013-05-23,564,0,0,0,0,0.0,0.0
4484,"Thanatos of Nyx ""Barbarian""",5.0,i one phones samsung galaxy players my kids tablets cant go wrong sandisk theyve never failed me,2014-06-28,163,0,0,0,0,0.0,0.0
4485,That Guy B,5.0,okay limitless close enough i gb phone combined thats quite bit available storage i tons photos music entire seasons tv showsits great never get warning low storage i take max resolution photo option phone shoot k videos without worry running spaceits also speedy transferring files laptop,2014-09-04,95,0,0,0,0,0.0,0.0
4486,"That Teacher Guy ""Teacher""",5.0,be sure updated drivers one laptops said gb i updated drivers card reader then showed gb sdxcworks acer iconia a after formatting fat you cant natively windows tools workgreat item great price arrived three days before anything else i ordered day great seller,2012-06-23,898,1,0,1,1,1.0,0.2065493143772374
4487,The Amazon Shopper,5.0,works great samsung phone fast enough really notice herecame app shows disk usage card internally well drop box slightly usefulupdate year later become completely unreadable device i throw i noticed warranty pretty good contacted sandisk sent old one back received new card week bugs stopped working went working completely unfunctional days during time devices complaining corruption every couple times,2012-11-20,748,0,0,0,0,0.0,0.0
4488,"THEASIANYELOWFLASH ""Phil T""",5.0,very nice upgrade phone gives plenty space allot games wondering yes compatible samsung galaxy s,2014-01-18,324,0,0,0,0,0.0,0.0
4489,TheBianchi,5.0,my surfaces disk space limited i popped in it wonderful solution gb surface pros windows even flexibility interacting sdxc cards the pictures videos load fast native hard drive,2013-08-28,467,1,0,1,1,1.0,0.2065493143772374
4490,The Bonedaddy,5.0,just i needed new tab i absolutely zero issues samsung tab,2014-06-19,172,0,0,0,0,0.0,0.0
4491,The Brady Report,1.0,bought samsung galaxy note ii i started kinds issues recording photos movies card it would look like worked id go back review photos movies corrupted i see people issue cards lost memories bad card,2013-10-30,404,0,0,0,0,0.0,0.0
4492,"The Carfanman ""Be more concerned with your ch...",3.0,i giving product stars becuse i purchased one replacement sandisk micro sd card kept problems with i finally got tired losing data ponied odd dollars replace darn thing,2013-04-11,606,0,0,0,0,0.0,0.0
4493,The_Chief,5.0,okay im memory hog i admit itthe note gb internal storage nearly full i gb microsd card guess what gb left so whats geek dobuy this wow breathing room i have and some i copied entire gb card gb card added hd movies in addition phones stuff i star wars movies back future trilogy indiana jones movies card room plenty more no doubt note comes out ill ready kickbutt memory cardthe note s specs state accept cards up gb well time highest card available possibly test higher capacity phandroid android forums however fairly comprehensive list devices compatible card accurate date articleso im happy camper yes i paid premium early adopter ill saving pennies inevitable black friday sale november time note released folks i cant recommend card enough make sure backing pc regularly if fail definitely want precious pics data backed up,2014-03-29,254,6,1,7,5,0.8571428571428571,0.486872170725681
4494,theclient,5.0,works trick it so i purchase lenovo yoga tablet installed card told card damaged i put card pc worked fine i even reformatted pc still luck called lenovo walked formatting pc still work but option android software status screen pull top screen gave choice let format tablet completed i good go mounted i downloaded songs working like charm only thing i think android like way sandisk formats cards i think everyone knew would lot less returns,2013-12-12,361,0,0,0,0,0.0,0.0
4495,thecman02,5.0,this product formatted installed gopro hero black i get hours recording time p fps no issues far expect since sandisk basically standard solid state memory,2013-02-22,654,0,0,0,0,0.0,0.0
4496,The Duce,5.0,put galaxy note galaxy note reads writes perfectly will buy another,2013-01-13,694,0,0,0,0,0.0,0.0
4497,The Fountain Pen Diva,5.0,works great my phone happy im happy i put music pictures it the price perfect,2013-05-12,575,0,0,0,0,0.0,0.0
4498,The Frog,5.0,bought htc evo g lte works great i knew order use big card class i trust sandisk samsung kingston memory cards this one works well take day bugs ironed let evo find paths back files this good stick good price the first one i got amazon damaged quickly replaced it one lost fedex i called week later overnighted new one paid weekend ups delivery i amazed service amazon thisallinall get much better sandisk memory amazon place purchase dont hesitate buy card high end phone i know fact htc evo lte galaxy s run card,2013-10-01,433,0,0,0,0,0.0,0.0
4499,The Goat,1.0,i many problems i bought years i i make sure warn others i loaded handful videos pc installed android tablet trip corrupted nothing worked sometimes seen times even show up the tablet wants format it never able successfully needless say small even paperweight the sd adapter came also junk upon first time i went use it simply feel right i used trusty lexar micro sd usb came lexar gb micro sd cardi would expected unfortunately stands many people success working equally not i even formatted see made difference none and course window return gone unless seller stands behind it going trash i knew i gone i purchased i three working perfectly year moreover even bigger disappointment camera uses standard sd card noname identifying marks worked two years without problemi know problems arise but cost product goes quality control goes down i going one accepting terms if looking good card search amazon one lsdmigbsbnar this lexar i thousands pictures video clips even endured three updates phone plus i carry phone everyday subject everyday life time tough stuff,2013-05-23,564,0,0,0,0,0.0,0.0
4500,The Grinch,5.0,i problems installing phone the phone picked automatically worked great it fit perfectly sim slot,2014-06-14,177,0,0,0,0,0.0,0.0
4501,The J Train,5.0,what i say memory card good price nice performing card id definitely buy again,2013-09-01,463,0,0,0,0,0.0,0.0
4502,The Lor **,3.0,this product sucks my phone keeps giving card removed please reinsert something like that only find problem gb sds higher micro sd card ultra class complained company taking forever ship new one many mistakes happened new items inconvenient better returned amazon got money back bought different one company sucks would think sandisk reputable name i bought cards g g problems,2013-05-16,571,0,0,0,0,0.0,0.0
4503,"t ""*{-.-}*""",5.0,little card great kinds use quick write times plenty space works like dream phone,2013-11-04,399,0,0,0,0,0.0,0.0
4504,The Most Toys Wins,5.0,not much say ive tried many best speed price reliability compatibility i highly recommend cards,2013-01-07,700,0,0,0,0,0.0,0.0
4505,"TheMountainMan ""TheMountainMan""",5.0,perfect i needed gopro camera it also comes adapter car handy,2013-12-26,347,0,0,0,0,0.0,0.0
4506,"thenightfly ""dee""",5.0,used phone upgrade storage works great transfer speeds faster network provide with,2013-01-02,705,0,0,0,0,0.0,0.0
4507,The Nudnik,5.0,just doctor ordered galaxy tab tablet now theres plently room left everything,2014-12-07,1,0,0,0,0,0.0,0.0
4508,The Professor,5.0,seemed work well first then i noticed phone started mountingunmounting card when i tried update music files card i think failed my computer longer see phone two connectedokay update here since i posted problem amazon i contacted sandisk i made one phone call took information emailed prepaid ups label i sent card in i believe it i think i new improved card three days yes first one lasted little twelve months replacement tendered questions asked great service five starsby way replacement working great i ordered gb sandisk microsdhc card well,2013-11-11,392,0,0,0,0,0.0,0.0
4509,"The Reviewer ""To be, or not to be.""",5.0,you cant go wrong sandisk cant go wrong maximum spacei love movies space important,2012-09-16,813,0,0,0,0,0.0,0.0
4510,"The Ripper ""Xsheriffsdeputy""",5.0,ive sandisk user years never developed problem disk amazing much little disk hold,2013-12-19,354,0,0,0,0,0.0,0.0
4511,The sensei,4.0,always multiple shots datai lost photos due corrupt cardi used phonethe company replace card problemsbeen working great past months,2013-05-28,559,0,0,0,0,0.0,0.0
4512,TheSnowman,4.0,works great samsung s phone being class ten designed write quickly somehow phones internal storage faster minus one stari using month zero data loss problems,2013-11-29,374,1,0,1,1,1.0,0.2065493143772374
4513,Think Fish,5.0,you notice camera phone work lot faster i really surprised see much better worked chip you happy,2012-12-27,711,0,0,0,0,0.0,0.0
4514,Think Jason,5.0,if need anything else it im sure tell you transfer speeds quick phone usb computer,2013-01-03,704,0,0,0,0,0.0,0.0
4515,"Thomas A. Oehser ""Technologist Extraordinaire""",5.0,gb size fingernail price whoda thunk itworks fine sansa clip zip using rockbox software probably fine original firmware i tried itnota bene as sdhcxc cards comes factory formatted exfatfor rockbox least probably software reformatting fat requiredif device software supports exfat care caveatim using mp bitrates i cant comment speed issuesthe dark red printing card hard read compared white gb cardsawesome thank sandisk amazon,2014-11-03,35,0,0,0,0,0.0,0.0
4516,Thomas Beaty,5.0,has held data transferred pc seamlessly so far problems corruption months apps move phone sd card quickly,2013-09-19,445,0,0,0,0,0.0,0.0
4517,"Thomas D. Bostick ""Tom""",5.0,works great nikon d well never run space downloads,2014-09-07,92,0,0,0,0,0.0,0.0
4518,Thomas D. Torkelson,5.0,this card worked well last two smart phones holds favorite music enough extra storage photos,2014-08-04,126,0,0,0,0,0.0,0.0
4519,Thomas E Caldwell,5.0,needed large size micro sd new phone i large music collection well large photo collection i thrilled find large micro sd no worrying large file could be worrying taking videos snapping extra photos,2014-01-06,336,0,0,0,0,0.0,0.0
4520,Thomas,5.0,first i rating product star like greatest item ever i rating product follows would product i bought retail store worth money saved buy online i happy product i got mail if yes i give stars i rating stars cause best product class person decide i also updating reviews i see fit i decover something future thank taking time read reviewi sandisk sd card years phone lasted tough times high heat i bought add movies daugthers galaxy note tablet no changes needed format plug play buy product new samsung tablets note work,2012-06-11,910,0,0,0,0,0.0,0.0
4521,Thomas,5.0,has anyone ever doa the chips i ever lost use sandisk good brand,2013-02-27,649,0,0,0,0,0.0,0.0
4522,"Thomas King ""internet shopper""",5.0,works great great video capture since class rating works shipping fast well,2014-01-26,316,0,0,0,0,0.0,0.0
4523,Thomas L. Ballard,5.0,i got several tablet so far i happy actually i one phone one tablet one backup traveling so far great me,2014-02-28,283,0,0,0,0,0.0,0.0
4524,Thomas Ordon Personal,5.0,love love sandiski sd fail replaced it felt reservations buying another brand problems,2013-05-28,559,0,0,0,0,0.0,0.0
4525,THOMAS PRISCAL,5.0,best price deal for me getting a good name brand have not actually used the storage to date glad to have the storage,2013-04-01,616,0,2,2,-2,0.0,0.0
4526,"Thomas Vanhoesen ""kaos""",5.0,we know best industry quick transfers nice results micros,2014-09-02,97,0,0,0,0,0.0,0.0
4527,Thor Sparks,2.0,worked i able find system format itsecond card sandisk sent unformattedthey need get act together,2013-02-24,652,0,0,0,0,0.0,0.0
4528,Thrifty Senior,5.0,have saved tablets photos free apps oodles stuff i see way ever use memory,2014-02-06,305,0,0,0,0,0.0,0.0
4529,th@t guy,5.0,you may think worth spending extra bucks version micro sd trust transferred gbs music minutes original version took minutes computer so definitely worth extra bucks,2013-04-15,602,0,0,0,0,0.0,0.0
4530,ThymeX,5.0,supposed fits moms camera holds lots pictures easily slides slot far problems,2013-09-25,439,0,0,0,0,0.0,0.0
4531,Tia,5.0,whats expected,2014-05-07,215,0,0,0,0,0.0,0.0
4532,"Ticozolano ""Guille""",5.0,what i say said already product fast delivery excellent packaging right price works perfect samsung galaxy siilooking forward buy gb new s,2013-10-28,406,0,0,0,0,0.0,0.0
4533,"Tigger ""Jason""",5.0,i ordered amazon fixed price cost usd the product great however priced i think gb thumb drives go usb sale brick mortar stores last weekthis product released least months ago sandisk company likes drag feet squeeze people older cards like gb cardsall i say gb gb tb tb micro sdxc uhsi uhsii cards they use exfat file system i tested gs gs note note pro card read fine,2014-03-31,252,3,1,4,2,0.75,0.3006418425824019
4534,"Timberwolf ""Rich""",5.0,this allows recording highest quality canon camcorder whereas many others allow high quality recordings,2014-05-27,195,0,0,0,0,0.0,0.0
4535,tim dunn,4.0,storage prices always go though i say rate interval time la moores law im smart at time i purchased it good price amount memory in years time probably laughably expensive sum pittance storage oh wellwith phone i worry number photos duration video i take,2014-01-16,326,0,0,0,0,0.0,0.0
4536,Tim Gladding,1.0,picked sale work shows mb yes megabyte card i cand anything with i already threw away original packaging too im sure returning going huge pita thatupdate after writing albeit short review i found uncommon i also found card deliberately crippled despite product description saying the sandisk ultra microsdxc uhsi card works microsdxc compatible device that motivation i needed process return rather replaced,2012-11-13,755,1,1,2,0,0.5,0.0945312057342307
4537,Tim Green,5.0,i use hero white edition camera fpv ive done videos date without single problem,2013-05-21,566,0,0,0,0,0.0,0.0
4538,Tim ha,4.0,there speed penalty exfat used oppose ntfsusing atto formatted exfatread speed mbswrite speed mbsusing atto formatted ntfsread speed mbswrite speed mbswith exfat write speed actually fluctuates transfer size increases but using ntfs speed consistenttested lenovo t using built sd card reader,2014-04-25,227,1,0,1,1,1.0,0.2065493143772374
4539,Tim,2.0,got defective memory card showed gb instead gb returned replacement never got replacement got money back went walmart,2013-11-09,394,0,0,0,0,0.0,0.0
4540,Tim,5.0,thats lot mps photos works issues gb samsung galaxy s iii phone,2013-09-17,447,0,0,0,0,0.0,0.0
4541,tim,5.0,far best sd ever owned writes read crazy speeds easy use connect deviceim glad bought it plus waterproof shatterproof freeze proof gforce break incredible,2012-10-12,787,0,0,0,0,0.0,0.0
4542,Tim,5.0,works great issues tablet recognized immediately speed great lots storage compatibility issues report,2014-05-19,203,0,0,0,0,0.0,0.0
4543,Tim,5.0,i bought three three worked upon initial installation formatting using notebook computers built sd card reader i saw transfer speeds mb writing mb reading this simple copy past files old card i saved computer these speeds much slower stated maximum card manufacturer would expected small files like example the read write times close faster old gb class sandisk micro sd card definitely performance gain updated cardall things considered gb storage class card leading manufacturer steal i highly recommend card,2012-12-28,710,1,1,2,0,0.5,0.0945312057342307
4544,"Tim H ""Tim""",5.0,i got samsung galaxy s phone additional storagei originally another card apparently fast enough something gave errors shooting videoit would let shoot video watch backthis card fixed problem,2013-01-16,691,0,0,0,0,0.0,0.0
4545,Tim Jackson,5.0,the card works like charm gopro hero pay attention though size fingernail could get lost easily also keep track adapter need download images,2013-06-03,553,0,0,0,0,0.0,0.0
4546,Tim Long,5.0,this card hold hrs hd video gopro hero the adapter comes works great too,2013-09-02,462,0,0,0,0,0.0,0.0
4547,Timmelmik,5.0,i bought special deal am happy decision purchase recommend it,2014-06-17,174,0,0,0,0,0.0,0.0
4548,timothy e demaria,5.0,what i say open box plug works thats say item,2013-02-01,675,0,0,0,0,0.0,0.0
4549,Timothy S.,4.0,worked immediately i inserted gb recognized really bug i wish i got full,2014-06-01,190,0,0,0,0,0.0,0.0
4550,"Timothy S. Smith ""Camera Dude""",5.0,this great price big storage great job first smart phone,2013-08-20,475,0,0,0,0,0.0,0.0
4551,"Tim ""trumpet fan""",5.0,the product works exactly promised i installed samsung galaxy s iii without issues now photos videos music worries using main memory data intense items,2012-12-28,710,0,0,0,0,0.0,0.0
4552,Tim Wong,5.0,the drawback darned packaging tiny card seriously plug done packagingaside that working id buy again,2013-09-25,439,0,0,0,0,0.0,0.0
4553,tinabina,5.0,my last san disc micro card stopped working randomly got one replace itit perfect its way faster last one good price too,2013-08-27,468,0,0,0,0,0.0,0.0
4554,Tinfoot,5.0,has worked like absolute charm psp going reduced price i ended buying nd new samsung tab even though i need extra storage yet,2014-08-02,128,1,0,1,1,1.0,0.2065493143772374
4555,Tingzhi Yan,5.0,it good work well canon powershot used make vedio canon ti i know why,2014-03-04,279,0,0,0,0,0.0,0.0
4556,Tirra,5.0,bought tablet its worth pay couple bucks quality instead trying seek rock bottom priced bargain sometimes theres lot counterfeit cards worry suckered like buy sandisk quality name brand memory card,2014-02-16,295,0,0,0,0,0.0,0.0
4557,TJ,5.0,i always buy san disk i issues brands always works every application i used it phone camera tablet etc,2013-09-09,455,0,0,0,0,0.0,0.0
4558,T. J. L.,5.0,well known brand great price works expected scandiski would tell friend purchase one,2013-06-19,537,0,0,0,0,0.0,0.0
4559,TJ Ohio,5.0,for unknown reason i could find locally i needed security camera i suppose odd application people i found amazon received quickly sandisk products worked well i record comes goes driveway micro disc disposal i need information,2014-01-05,337,0,0,0,0,0.0,0.0
